-35.1559,147.347,1
-35.1333,138.5167,114
-35.1297,149.5849,1
-35.1192,-60.5047,4
-35.1026,150.6297,63
-35.0937,138.5308,181
-35.0865,138.6169,1
-35.0833,138.5333,1
-35.0793,138.5274,1
-35.0792,138.5146,4
-35.0518,-58.7606,2
-35.05,138.6167,8
-35.0486,138.5828,10
-35.0214,138.6143,41
-35.0169,150.6319,21
-35.0167,138.5667,93
-35.0,138.75,40
-34.9977,138.6208,241
-34.9898,138.5841,2
-34.9863,138.5975,1
-34.9663,138.6422,1
-34.9642,138.5806,1
-34.9547,138.6011,1
-34.95,138.55,24
-34.9427,138.6338,1
-34.9287,138.5986,310
-34.9265,138.5703,1
-34.9216,138.6201,1
-34.9215,-57.9545,26
-34.9167,138.65,5
-34.9083,-60.0306,8
-34.9073,138.5914,4
-34.9,138.5333,1
-34.896,138.605,7
-34.8957,138.6378,37
-34.8951,138.5463,1
-34.8928,138.5716,1
-34.8873,138.6122,192
-34.8842,150.6004,8
-34.8824,138.5933,56
-34.8758,-57.8822,2
-34.8667,-57.8833,4
-34.865,-61.5319,2
-34.8597,138.5856,4
-34.8581,-56.1708,33
-34.8573,138.6133,1
-34.8498,138.5674,11
-34.8497,150.6109,1
-34.8367,138.6437,6
-34.8333,138.6333,621
-34.8333,138.6833,181
-34.8333,138.7,1
-34.8298,150.5397,1
-34.8291,138.5985,73
-34.8247,138.6264,27
-34.8209,138.6611,19
-34.8184,-58.4563,4
-34.8121,138.658,52
-34.8116,138.7069,15
-34.7955,138.6694,10
-34.7825,138.6108,2
-34.7667,-58.4,8
-34.7667,138.6333,25
-34.7571,138.6082,86
-34.7557,-58.1986,2
-34.7515,149.7209,1
-34.7475,146.551,1
-34.7203,-58.2694,38
-34.7167,-58.3,8
-34.7153,-58.4078,12
-34.7073,-58.2718,1
-34.6757,138.7101,1
-34.6683,150.8522,1
-34.6667,-58.6667,2
-34.6544,-59.4344,4
-34.6534,-58.6198,7
-34.6506,-58.3822,6
-34.6417,-60.4739,6
-34.6407,-58.5638,47
-34.6333,-58.6,2
-34.6333,-58.5667,19
-34.63,-58.4633,1
-34.6284,-58.4859,143
-34.6033,-58.3817,1
-34.6033,-58.3816,166
-34.6006,-58.5123,2
-34.6006,-58.4887,8
-34.6,-58.5333,79
-34.6,-58.45,8
-34.5999,-58.5661,6
-34.5899,150.862,2
-34.5883,-58.639,2
-34.5875,-58.6725,126
-34.585,-60.9589,9
-34.5833,150.8667,5
-34.5762,-58.4872,1
-34.5713,150.7757,6
-34.5703,-59.105,4
-34.5623,150.8219,84
-34.5417,-58.6153,1
-34.5333,-58.5833,1
-34.5333,-58.55,8
-34.5243,-58.483,23
-34.5239,-58.7794,27
-34.5221,-58.5399,1
-34.5167,-58.5389,1
-34.5106,-58.4964,10
-34.5,-58.5667,9
-34.5,150.7833,1
-34.4836,-58.9319,14
-34.4833,-58.5,21
-34.4775,150.4204,2
-34.4714,-58.5078,14
-34.4682,138.9977,4
-34.4633,-58.9292,12
-34.4531,150.8475,12
-34.4497,-59.4433,2
-34.4442,-58.5775,2
-34.442,-58.5574,8
-34.4196,-58.5939,24
-34.4167,150.8667,39
-34.393,150.8928,1
-34.3867,150.9028,2
-34.3786,150.9036,1
-34.3493,150.9144,7
-34.3467,-58.8186,5
-34.3383,150.9135,1
-34.3317,-62.3731,8
-34.316,150.9214,15
-34.2035,150.7864,9
-34.1953,-60.735,4
-34.1769,-58.9208,4
-34.1699,150.6117,7
-34.1357,150.9923,1
-34.1069,18.8275,1
-34.106,151.0832,1
-34.1041,150.7928,2
-34.086,150.8332,1
-34.0838,151.1502,225
-34.0833,18.85,19
-34.075,18.8083,1
-34.0698,150.8417,259
-34.0685,150.7118,2
-34.0667,150.8167,9
-34.0656,151.0127,8
-34.0638,137.5854,6
-34.063,-59.0531,8
-34.0521,151.088,1
-34.05,150.7,47
-34.05,150.8333,1
-34.05,151.15,6
-34.0473,151.1205,5
-34.0431,150.773,5
-34.0386,151.1001,28
-34.0341,151.0119,9
-34.0333,150.7333,1
-34.0333,150.85,1
-34.0269,138.6852,1
-34.0167,151.0167,1
-34.0164,151.0607,1
-34.0083,151.0519,1
-34.0041,151.0759,3
-34.0,-64.0,9221
-34.0,150.8667,151
-33.9979,151.1293,1
-33.9833,150.5833,1
-33.9833,151.1167,3
-33.9827,151.0418,1
-33.9698,150.7968,6
-33.9667,150.9,1
-33.9667,151.05,1
-33.9667,151.0833,1
-33.9667,151.1,2
-33.9587,150.9742,8
-33.9566,151.2096,2
-33.9537,150.9973,1
-33.9522,150.8995,151
-33.95,151.0167,16
-33.95,151.05,1
-33.95,151.1,1
-33.95,151.2333,2
-33.9434,150.8453,32
-33.9419,150.8717,10
-33.9414,151.2109,10
-33.9393,150.9815,6
-33.9393,151.0993,2
-33.9385,150.8488,1
-33.9363,151.1482,1
-33.9354,150.8967,2
-33.9313,150.8541,1
-33.9313,151.1522,1
-33.9302,18.8449,17
-33.9275,150.8081,2
-33.926,151.1935,18
-33.9258,18.4232,52
-33.9246,151.0109,25
-33.9205,151.2552,2
-33.9197,151.0759,18
-33.9188,150.8631,3
-33.9171,150.8909,1
-33.9167,151.0333,195
-33.9167,151.2,2
-33.9161,18.4139,4
-33.9144,151.2489,1
-33.9125,151.1028,1
-33.9121,151.2588,1
-33.9049,151.02,9
-33.9041,151.1395,1
-33.9035,151.0847,1
-33.9032,150.9677,1
-33.9032,151.1518,164
-33.9025,151.1858,22
-33.9022,151.2004,17
-33.902,151.2656,1
-33.9,136.5667,1
-33.9,150.9333,7
-33.8986,150.9954,1
-33.8983,151.1775,7
-33.8978,151.1196,6
-33.8974,150.9345,6
-33.8956,151.1924,11
-33.8951,-61.1011,4
-33.8946,151.1549,16
-33.8941,151.1642,65
-33.8936,150.8891,24
-33.8928,151.2041,24
-33.8925,-60.5725,4
-33.8917,151.2667,58
-33.8915,151.1382,4
-33.8897,151.1764,17
-33.8892,150.8514,2
-33.8867,151.1975,1
-33.8866,150.948,1
-33.8842,151.2315,325
-33.8834,151.1562,51
-33.8833,150.9667,32
-33.8833,151.0167,1
-33.8833,151.1,12
-33.8833,151.1167,383
-33.8833,151.1667,18
-33.8833,151.2,142
-33.8833,151.2167,39
-33.8826,150.9241,56
-33.881,151.0799,2
-33.8794,151.2193,10
-33.879,150.9995,30
-33.879,151.2471,229
-33.879,151.251,10
-33.8788,151.1843,3
-33.8778,151.2435,355
-33.8761,151.1656,5
-33.8748,151.228,1
-33.872,151.0339,1
-33.8706,151.2389,7
-33.8698,151.194,6
-33.8674,151.1291,1
-33.8667,150.95,30
-33.8667,151.0833,27
-33.8667,151.2167,10
-33.8667,151.25,1
-33.8644,151.0397,68
-33.8633,150.9052,1
-33.8618,150.8841,1
-33.8617,150.9686,1
-33.8614,151.1705,67
-33.8612,151.1982,339
-33.8591,151.2002,592
-33.8555,151.2775,1
-33.8548,151.1833,104
-33.8536,151.1542,2
-33.8524,151.1549,129
-33.8516,151.1824,4
-33.85,151.0333,9
-33.8489,151.128,56
-33.8487,151.2162,1
-33.8472,151.1038,146
-33.8428,150.9006,3
-33.8424,151.2226,1
-33.8402,151.1694,1
-33.839,151.2072,6
-33.839,151.2396,537
-33.8378,151.2175,6
-33.8344,151.2268,22
-33.8343,151.1459,31
-33.8333,150.9833,5
-33.8333,151.0167,25
-33.8333,151.0833,2
-33.8333,151.1333,61
-33.8332,138.6106,1
-33.8328,151.1898,12
-33.8265,151.2019,21
-33.8261,151.1063,8
-33.8234,151.1984,4
-33.8227,150.9239,5
-33.8197,151.0067,13
-33.8167,150.9667,1
-33.8167,151.0,26
-33.8167,151.1,22
-33.8167,151.1833,56
-33.8157,151.1668,39
-33.8148,151.0547,1
-33.8145,151.0375,3
-33.8103,151.1315,5
-33.8038,150.9877,22
-33.8,150.95,2
-33.8,151.1833,4
-33.8,151.2833,1
-33.7999,151.2231,1
-33.799,150.943,1
-33.7983,151.0905,2
-33.798,151.2883,10
-33.7967,-59.5208,2
-33.796,151.0974,2
-33.7949,151.2572,5
-33.7928,151.0386,1
-33.7926,150.9763,1
-33.7918,151.0806,34
-33.7907,150.6693,6
-33.7893,150.8816,2
-33.7833,150.7833,1
-33.7833,150.9333,131
-33.7833,150.95,34
-33.7833,150.9833,240
-33.7833,151.05,80
-33.7833,151.1667,105
-33.7778,151.1057,6
-33.7764,150.9805,11
-33.7727,151.0818,3
-33.7722,151.0172,6
-33.768,150.6768,10
-33.7667,150.6167,3
-33.7667,150.8333,4
-33.7667,150.8667,10
-33.7667,150.9167,97
-33.7667,151.2667,14
-33.7609,150.9312,38
-33.7588,150.9929,244
-33.7564,150.8807,3
-33.75,150.6,5
-33.75,150.6667,456
-33.75,150.7,131
-33.75,150.75,1
-33.75,151.0,130
-33.75,151.3,3
-33.7495,151.0648,2
-33.7465,150.7393,4
-33.7441,150.8064,7
-33.7439,151.1419,106
-33.7421,150.7278,2
-33.7413,150.9546,18
-33.7395,151.2103,247
-33.7379,150.8181,1
-33.7357,150.9348,434
-33.7334,151.1285,12
-33.7333,151.0,68
-33.7333,151.0667,32
-33.7328,150.791,1
-33.7277,150.8474,6
-33.7245,150.4584,1
-33.7244,150.9182,22
-33.722,151.0461,381
-33.7209,151.1708,1
-33.7206,150.4297,1
-33.7198,150.3074,33
-33.7182,151.1156,17
-33.7167,150.8667,3
-33.7129,150.7465,3
-33.7118,151.0714,356
-33.7109,151.1033,1
-33.71,150.96,192
-33.7061,150.7094,6
-33.7061,150.9088,39
-33.7024,151.0993,1
-33.7016,151.2797,8
-33.692,150.8373,1
-33.6833,150.8667,7
-33.6833,151.0167,2
-33.6833,151.1167,1
-33.6776,151.3031,10
-33.6706,-59.6828,1
-33.6553,151.005,2
-33.6552,151.3213,1
-33.653,151.0471,2
-33.6466,150.7352,1
-33.6357,150.2832,36
-33.6321,151.3243,1
-33.6208,151.1509,7
-33.6155,150.8337,2
-33.6151,115.1056,3
-33.6131,150.8142,29
-33.5996,150.7514,2
-33.5581,115.5628,2
-33.5579,150.7955,1
-33.5333,151.3083,21
-33.5277,150.6291,1
-33.5167,151.35,21
-33.4976,151.3808,23
-33.494,143.2104,12
-33.4939,151.3629,1
-33.4869,151.4359,1
-33.4833,151.4167,7
-33.4682,151.4339,3
-33.45,-70.6667,15
-33.45,151.3333,1
-33.4482,151.4467,178
-33.4404,151.3432,3
-33.4387,151.3534,2
-33.4333,151.3833,11
-33.4298,151.3714,1
-33.4294,151.3574,2
-33.4244,151.344,2
-33.3833,151.4667,47
-33.3764,151.3486,1
-33.37,151.4852,1
-33.3667,151.2833,2
-33.3667,151.4667,9
-33.358,151.4814,9
-33.3537,151.4262,2
-33.35,151.4333,2
-33.3358,-60.2252,4
-33.3277,151.4297,1
-33.3167,151.4167,17
-33.3,26.5333,2
-33.2937,151.4015,11
-33.2825,151.4233,27
-33.2804,151.4804,5
-33.2768,151.4021,1
-33.2723,151.4649,5
-33.2677,151.4225,7
-33.2667,151.4833,2
-33.2637,151.5384,187
-33.2576,151.5097,3
-33.253,151.4911,167
-33.2512,151.4763,371
-33.25,151.45,1
-33.2413,151.4756,42
-33.2339,151.5541,6
-33.2267,151.5028,2
-33.2229,151.5312,1
-33.2111,151.5035,107
-33.1963,151.5128,1
-33.1918,138.0175,2
-33.1444,-59.3292,2
-33.1333,-64.35,6
-33.1201,151.6297,1
-33.1124,151.5616,1
-33.0833,151.6167,1
-33.0667,151.5833,3
-33.0478,-71.6011,1
-33.0274,151.6601,7
-33.0167,17.95,1
-33.0167,151.7167,1
-33.015,151.6429,1
-33.0112,151.6648,13
-33.0103,-58.5142,4
-33.0081,-71.5197,1
-33.0,-56.0,81
-32.9989,151.5802,1
-32.9896,151.6364,241
-32.9725,151.6527,3
-32.9638,151.6262,2
-32.9511,-60.6664,42
-32.95,151.6667,24
-32.948,151.7433,29
-32.9468,-60.6393,12
-32.9413,151.7654,121
-32.9382,151.7254,1
-32.935,151.6306,9
-32.9333,151.5833,10
-32.9324,151.7711,1
-32.9271,151.7765,12
-32.9237,151.7285,4
-32.9167,151.6667,1
-32.9167,151.7,1
-32.9162,151.6766,1
-32.907,151.6053,316
-32.9028,151.6907,1
-32.8667,151.7,42
-32.8643,151.8131,13
-32.8321,151.3562,3
-32.8074,151.4275,1
-32.7833,151.6333,13
-32.7733,151.6058,28
-32.765,151.6094,50
-32.7415,151.8676,1
-32.7414,-60.745,2
-32.7333,138.85,2
-32.7333,151.6333,1
-32.7331,151.5574,1
-32.7204,152.144,8
-32.7167,151.5333,1
-32.6987,151.4552,19
-32.6778,151.3892,2
-32.6555,151.3511,1
-32.6298,115.8735,1
-32.5995,115.6449,1
-32.586,115.789,2
-32.5824,115.662,9
-32.5585,115.7604,69
-32.5522,115.731,13
-32.5519,115.7535,21
-32.5431,115.6967,2
-32.5269,115.7217,85
-32.5243,115.7631,15
-32.4333,149.5833,3
-32.3289,115.8305,1
-32.3161,115.7546,24
-32.3046,115.7421,2
-32.2768,115.7298,1
-32.2677,115.7993,2
-32.2667,115.8333,1
-32.2493,152.5162,1
-32.243,148.6048,10
-32.221,116.009,22
-32.1782,115.9849,19
-32.162,115.9815,1
-32.1461,116.0093,124
-32.1435,115.8653,5
-32.1428,115.85,33
-32.1334,115.8064,18
-32.1206,115.8162,3
-32.1194,115.8782,3
-32.1193,115.7665,10
-32.1167,116.0167,1
-32.1112,115.8387,1
-32.1066,115.959,1
-32.1053,115.778,16
-32.0976,115.8192,11
-32.0812,115.8061,1
-32.081,116.0054,21
-32.0755,116.0454,1
-32.0751,115.8661,13
-32.0699,115.8376,5
-32.06,115.955,32
-32.058,115.9181,29
-32.0525,115.8878,24
-32.0522,115.8297,29
-32.05,115.7667,1
-32.045,115.7859,1
-32.0409,115.9416,3
-32.0404,115.8012,2
-32.0395,115.8337,2
-32.0382,115.7676,1
-32.0333,-52.0833,12
-32.0333,115.9667,1
-32.0296,115.8866,23
-32.0278,115.7833,130
-32.027,115.8355,161
-32.0248,115.9599,15
-32.0205,116.0765,1
-32.0167,115.8333,38
-32.0167,115.95,3
-32.0,115.7667,55
-32.0,115.85,8
-32.0,115.9167,5
-31.9868,116.0704,1
-31.9833,115.8667,78
-31.9828,116.0067,22
-31.9818,115.8073,1
-31.9796,115.7823,189
-31.9795,115.9181,16
-31.9789,115.9516,1
-31.9676,115.9063,2
-31.9674,115.8621,1498
-31.9667,115.7833,1
-31.9587,115.904,1
-31.9555,115.9131,1
-31.9519,116.0276,34
-31.949,115.842,3
-31.9485,115.8268,3
-31.9397,115.8701,4
-31.9363,115.8419,10
-31.9344,115.7617,1
-31.9344,115.8716,8
-31.9333,115.8,2
-31.9333,115.8333,6
-31.931,115.8949,29
-31.9113,115.8892,7
-31.9077,115.8423,1
-31.9,115.95,5
-31.9,116.05,1
-31.8963,115.7815,7
-31.8927,115.7951,7
-31.8888,116.0329,23
-31.8882,115.8719,11
-31.8877,115.9099,4
-31.8802,115.8454,2
-31.875,115.8284,7
-31.8716,115.7948,1
-31.8694,115.7571,2
-31.8651,115.9366,28
-31.863,115.7562,1
-31.855,115.8399,6
-31.8406,115.8955,5
-31.8271,115.8384,4
-31.8167,116.0333,1
-31.8075,115.866,1
-31.791,115.753,1
-31.7747,115.7627,12
-31.7667,-52.3333,14
-31.7624,115.7589,25
-31.75,115.8,1
-31.7426,115.8063,4
-31.7333,-60.5333,10
-31.7195,115.7956,4
-31.6828,115.7247,5
-31.6333,-60.7,17
-31.5468,115.6317,12
-31.4308,152.9089,58
-31.4135,-64.1811,14
